Final Name,Image Name,Image Source,Original Size (KB),Location,Area,ByteSSIM,Final Size (KB),Worst Size (KB),Worst SSIM,Worst Resolution,SSIM,Weighted Sum
m365-rebrand-value-commercial-7828e22528.png,m365-rebrand-value-commercial-7828e22528.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/m365-rebrand-value-commercial-7828e22528.png,323.857421875,0.0018264840182648401,0.0,0.722007722007722,323.857421875,316.5224609375,1.0,70,1.0,0.722007722007722
facebook-refresh-090a700c0f.png,facebook-refresh-090a700c0f.png,https://res.cdn.office.net/officehub/images/content/images/facebook-refresh-090a700c0f.png,0.25,0.0023814248858900575,0.0018177011038403067,1.0,0.25,0.25,1.0,100,1.0,1.0018177011038403
linkedin-refresh-02734a460c.png,linkedin-refresh-02734a460c.png,https://res.cdn.office.net/officehub/images/content/images/linkedin-refresh-02734a460c.png,0.3076171875,0.0023814248858900575,0.0031396655429968934,1.0,0.3076171875,0.3076171875,1.0,100,1.0,1.003139665542997
instagram-refresh-5d315a943e.png,instagram-refresh-5d315a943e.png,https://res.cdn.office.net/officehub/images/content/images/instagram-refresh-5d315a943e.png,0.400390625,0.0023814248858900575,0.003304911097891467,1.0,0.400390625,0.400390625,1.0,100,1.0,1.0033049110978915
twitter-refresh-93ca1a80ff.png,twitter-refresh-93ca1a80ff.png,https://res.cdn.office.net/officehub/images/content/images/twitter-refresh-93ca1a80ff.png,0.3603515625,0.0023814248858900575,0.003304911097891467,1.0,0.3603515625,0.3603515625,1.0,100,1.0,1.0033049110978915
value-consumer-e73e46d493.png,value-consumer-e73e46d493.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/value-consumer-e73e46d493.png,654.755859375,0.008651766402307139,0.2833548152554696,1.0,654.755859375,649.4599609375,1.0,60,1.0,1.2833548152554697
mobile-app-4dc990c23b.png,mobile-app-4dc990c23b.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/mobile-app-4dc990c23b.png,25.37109375,0.0026195153896529143,0.44318857822724567,1.0,25.37109375,25.37109375,1.0,100,1.0,1.4431885782272458
more-apps-commercial-620d899e6a.png,more-apps-commercial-620d899e6a.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/more-apps-commercial-620d899e6a.png,720.392578125,0.0018264840182648401,0.0,1.5288976599943613,720.392578125,716.9287109375,1.0,60,1.0,1.5288976599943613
more-apps-edu-b1e5c7e0c9.png,more-apps-edu-b1e5c7e0c9.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/more-apps-edu-b1e5c7e0c9.png,741.4892578125,0.0018264840182648401,0.0,1.776867627785059,741.4892578125,738.5087890625,1.0,60,1.0,1.776867627785059
highlight-edu-1-6f56908e42.png,highlight-edu-1-6f56908e42.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/highlight-edu-1-6f56908e42.png,223.9091796875,0.0018264840182648401,0.0,1.8383050847457627,223.9091796875,221.0283203125,1.0,80,1.0,1.8383050847457627
highlight-consumer-3-8d9f5d5cba.png,highlight-consumer-3-8d9f5d5cba.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/highlight-consumer-3-8d9f5d5cba.png,275.0751953125,0.004189944134078212,0.3456276026174896,1.9149011299435028,275.0751953125,272.3095703125,1.0,40,1.0,2.260528732560992
more-apps-consumer-861afc732e.png,more-apps-consumer-861afc732e.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/more-apps-consumer-861afc732e.png,727.146484375,0.003186404673393521,1.0,1.616393442622951,727.146484375,723.8701171875,1.0,60,1.0,2.616393442622951
highlight-consumer-2-c4ec327b9e.png,highlight-consumer-2-c4ec327b9e.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/highlight-consumer-2-c4ec327b9e.png,293.994140625,0.0050526315789473685,0.36414336704342654,2.7319899244332495,293.994140625,292.0556640625,1.0,80,1.0,3.096133291476676
highlight-commercial-1-c12cd6bc84.png,highlight-commercial-1-c12cd6bc84.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/highlight-commercial-1-c12cd6bc84.png,281.509765625,0.0018264840182648401,0.0,3.981644640234949,281.509765625,280.1796875,1.0,60,1.0,3.981644640234949
m365-rebrand-value-edu-8f1caf2f3b.png,m365-rebrand-value-edu-8f1caf2f3b.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/m365-rebrand-value-edu-8f1caf2f3b.png,499.3984375,0.0018264840182648401,0.0,4.631084543125533,499.3984375,498.2548828125,1.0,50,1.0,4.631084543125533
highlight-consumer-1-rebrand-fdd28e2535.png,highlight-consumer-1-rebrand-fdd28e2535.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/highlight-consumer-1-rebrand-fdd28e2535.png,188.125,0.006355932203389831,0.36002875272655166,6.821383647798742,188.125,187.3486328125,1.0,80,1.0,7.181412400525294
highlight-commercial-4-b66ce988de.png,highlight-commercial-4-b66ce988de.png,https://res.cdn.office.net/officehub/images/content/images/unauth-refresh/highlight-commercial-4-b66ce988de.png,91.2978515625,0.0018264840182648401,0.0,7.67043847241867,91.2978515625,90.607421875,1.0,90,1.0,7.67043847241867
