Final Name,Image Name,Image Source,Original Size (KB),Location,Area,ByteSSIM,Final Size (KB),Worst Size (KB),Worst SSIM,Worst Resolution,SSIM
browser_firefox.png,browser_firefox.png,https://cdn.kastatic.org/images/ie-warning/browser_firefox.png,28.46875,0.017925456334025577,6400,0.0,28.46875,28.46875,1.0,100,1.0
browser_edge.png,browser_edge.png,https://cdn.kastatic.org/images/ie-warning/browser_edge.png,1.5,0.017925456334025577,6400,0.0,1.5,1.5,1.0,100,1.0
browser_chrome.png,browser_chrome.png,https://cdn.kastatic.org/images/ie-warning/browser_chrome.png,7.1435546875,0.030713739206470653,6400,0.0,7.1435546875,7.1435546875,1.0,100,1.0
hero_student_collage_US_2x.png,hero_student_collage_US_2x.png,https://cdn.kastatic.org/images/lohp/hero_student_collage_US_2x.png,501.048828125,0.05180894086785441,59904,5557617187.5,501.048828125,495.4912109375,1.0,40,1.0
math.png-444b34-128c.png,math.png-444b34-128c.png,https://cdn.kastatic.org/genfiles/topic-icons/icons/math.png-444b34-128c.png,1.0068359375,0.09389004262760957,1156,0.0,1.0263671875,1.0263671875,1.0,100,1.0
reading_language_arts.png-58ff5a-128c.png,reading_language_arts.png-58ff5a-128c.png,https://cdn.kastatic.org/genfiles/topic-icons/icons/reading_language_arts.png-58ff5a-128c.png,1.4833984375,0.1119248005246475,1156,0.0,1.4833984375,1.4833984375,1.0,100,1.0
life_skills.png-1a4785-128c.png,life_skills.png-1a4785-128c.png,https://cdn.kastatic.org/genfiles/topic-icons/icons/life_skills.png-1a4785-128c.png,1.109375,0.11793638649032681,1156,0.0,1.109375,1.109375,1.0,100,1.0
science_green.png-4ca7bf-128c.png,science_green.png-4ca7bf-128c.png,https://cdn.kastatic.org/genfiles/topic-icons/icons/science_green.png-4ca7bf-128c.png,2.2646484375,0.12394797245600613,1156,0.0,2.2646484375,2.2646484375,1.0,100,1.0
test_prep.png-f7c71f-128c.png,test_prep.png-f7c71f-128c.png,https://cdn.kastatic.org/genfiles/topic-icons/icons/test_prep.png-f7c71f-128c.png,1.2255859375,0.12995955842168544,1156,0.0,1.2255859375,1.2255859375,1.0,100,1.0
computing_orange.png-653676-128c.png,computing_orange.png-653676-128c.png,https://cdn.kastatic.org/genfiles/topic-icons/icons/computing_orange.png-653676-128c.png,0.865234375,0.13597114438736474,1156,0.0,0.865234375,0.865234375,1.0,100,1.0
arts_humanities.png-07c77b-128c.png,arts_humanities.png-07c77b-128c.png,https://cdn.kastatic.org/genfiles/topic-icons/icons/arts_humanities.png-07c77b-128c.png,1.7822265625,0.14198273035304404,1156,0.0,1.7978515625,1.7978515625,1.0,100,1.0
economics_finance.png-55daed-128c.png,economics_finance.png-55daed-128c.png,https://cdn.kastatic.org/genfiles/topic-icons/icons/economics_finance.png-55daed-128c.png,1.30859375,0.14799431631872337,1156,0.0,1.30859375,1.30859375,1.0,100,1.0
personalized_learning_icon.webp,personalized_learning_icon.png,https://cdn.kastatic.org/images/lohp/personalized_learning_icon.png,8.8037109375,0.18537545086894744,11024,41.467435746812534,8.1875,4.23828125,0.9047633720562631,90,1.0
trusted_content_icon.webp,trusted_content_icon.png,https://cdn.kastatic.org/images/lohp/trusted_content_icon.png,9.0693359375,0.21597988851240574,15748,110.18390404894174,8.619140625,2.61328125,0.945492407200127,25,1.0
empower_teachers_icon.png,empower_teachers_icon.png,https://cdn.kastatic.org/images/lohp/empower_teachers_icon.png,9.044921875,0.24877035741611106,10918,0.0,9.044921875,9.044921875,1.0,100,1.0
faces_collage_2@2x.png,faces_collage_2@2x.png,https://cdn.kastatic.org/images/lohp/faces_collage_2@2x.png,666.359375,0.2951142201333479,61200,21734375000.0,666.359375,644.625,1.0,40,1.0
laptop_collage@2x.png,laptop_collage@2x.png,https://cdn.kastatic.org/images/lohp/laptop_collage@2x.png,181.62890625,0.3780741064597224,60656,0.0,181.62890625,181.62890625,1.0,100,1.0
anjali-3.png,anjali-3.png,https://cdn.kastatic.org/images/lohp/anjali-3.png,75.7001953125,0.5020220789157285,11016,294921875.0,75.7001953125,75.4052734375,1.0,40,1.0
math-unicorn-donate-collage.png,math-unicorn-donate-collage.png,https://cdn.kastatic.org/images/lohp/math-unicorn-donate-collage.png,158.2587890625,0.5274893430976063,53040,0.0,158.2587890625,158.2587890625,1.0,100,1.0
bank-of-america-dark-gray@2x.png,bank-of-america-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/bank-of-america-dark-gray@2x.png,3.0537109375,0.7154880314788501,2805,9765625.0,3.0537109375,3.0439453125,1.0,20,1.0
college-board-dark-gray@2x.png,college-board-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/college-board-dark-gray@2x.png,4.234375,0.7236856487047765,3978,87890625.0,4.234375,4.146484375,1.0,10,1.0
ann-and-john-doerr-dark-gray@2x.png,ann-and-john-doerr-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/ann-and-john-doerr-dark-gray@2x.png,2.96484375,0.7328669799978139,2304,88867187.5,2.96484375,2.8759765625,1.0,20,1.0
gates-foundation-dark-gray@2x.png,gates-foundation-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/gates-foundation-dark-gray@2x.png,8.2265625,0.7409552956607279,6090,879882812.5,8.2265625,7.3466796875,1.0,10,1.0
lemann-foundation-dark-gray@2x.png,lemann-foundation-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/lemann-foundation-dark-gray@2x.png,6.900390625,0.7511203410208765,4758,693359375.0,6.900390625,6.20703125,1.0,10,1.0
carlos-rodriguez-pastor-dark-gray@2x.png,carlos-rodriguez-pastor-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/carlos-rodriguez-pastor-dark-gray@2x.png,4.4501953125,0.7617225926330746,3456,86914062.5,4.4501953125,4.36328125,1.0,10,1.0
tata-trusts-dark-gray@2x.png,tata-trusts-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/tata-trusts-dark-gray@2x.png,2.650390625,0.769920209859001,1946,88867187.5,2.650390625,2.5615234375,1.0,40,1.0
valhalla-dark-gray@2x.png,valhalla-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/valhalla-dark-gray@2x.png,3.67578125,0.7777899223958903,3752,9765625.0,3.67578125,3.666015625,1.0,20,1.0
att-dark-gray@2x.png,att-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/att-dark-gray@2x.png,3.0546875,0.8149524538200896,3496,168945312.5,3.0546875,2.8857421875,1.0,10,1.0
google-dark-gray@2x.png,google-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/google-dark-gray@2x.png,2.7353515625,0.825336102306263,2900,53710937.5,2.7353515625,2.681640625,1.0,30,1.0
novartis-dark-gray@2x.png,novartis-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/novartis-dark-gray@2x.png,3.4521484375,0.8344081320362882,3825,27343750.0,3.4521484375,3.4248046875,1.0,10,1.0
fastly-dark-gray@2x.png,fastly-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/fastly-dark-gray@2x.png,2.0869140625,0.8434801617663132,2542,17578125.0,2.0869140625,2.0693359375,1.0,40,1.0
gm-dark-gray@2x.png,gm-dark-gray@2x.png,https://cdn.kastatic.org/images/supporters-logos/gm-dark-gray@2x.png,3.046875,0.8532080008744125,10335,4882812.5,3.046875,3.0419921875,1.0,30,1.0
